,Olfr,PC1 (1.41%),PC2 (1.11%),rtp_ko,new_cluster,zone,identity,stress_score,DL_OR,Class
486,Olfr169,0.5211881161460705,0.4842806923120303,oOR,3.0,4,Low Stress,-1.015695451825606,Or2aj4,2
487,Olfr17,-3.113065784734746,-6.656219481717167,uOR,3.0,2,Low Stress,-0.0419048548144811,Or10a4,10
488,Olfr170,2.66327133914312,-0.3412427903963683,uOR,3.0,4,Low Stress,-0.9517671770024128,Or2aj5,2
489,Olfr171,0.5211881161460705,0.4842806923120303,,3.0,4,Low Stress,-0.8258692398343321,Or2aj6,2
490,Olfr172,9.006868296503988,2.631014243807015,oOR,5.0,3,High Stress,1.985112915026747,Or5k1b,5
491,Olfr173,9.818968913347968,0.4285164630209607,oOR,5.0,2.5,High Stress,1.3033661518081008,Or5k1,5
492,Olfr175,0.3665083613346667,4.717509624660425,,,,,,,
493,Olfr175-ps1,0.3665083613346667,4.717509624660425,,5.0,3,High Stress,1.937746350470919,,
494,Olfr177,5.110784660430734,3.0891704618543927,uOR,5.0,,High Stress,1.3032469706183631,Or5k14,5
495,Olfr178,3.0508867803399915,6.567500894307005,uOR,5.0,2,High Stress,4.315372283934011,Or5k15,5
496,Olfr179,-4.880302522129702,-1.3348498578772694,,,,,,,
497,Olfr18,-7.930821883996959,4.355287579366326,uOR,6.0,2,High Stress,1.588821875983087,Or7e178,7
498,Olfr180,1.1408244137185246,-1.2448976584772544,,5.0,3,High Stress,2.574026840354215,Or5k16,5
499,Olfr181,-0.3193685467916772,-4.130898867529688,uOR,5.0,3.5,High Stress,1.5407921664104909,Or5k17,5
500,Olfr183,-6.004736487942327,-5.633904983306966,uOR,5.0,5,High Stress,0.0515836864966372,Or5h17,5
501,Olfr186,-6.393030802466169,0.9601667409233456,,5.0,3,High Stress,0.7595125456620901,Or5h18,5
502,Olfr187,-7.138789843493117,-4.405700738009752,,5.0,3,High Stress,1.0721440697970086,Or5h19,5
503,Olfr19,-2.633081687595711,2.092056819036539,uOR,6.0,1,High Stress,2.403855298634298,Or7a40,7
504,Olfr190,-7.73053275775532,1.9798287419662144,uOR,5.0,4.5,Low Stress,-1.098890464603308,Or5h22,5
505,Olfr191,-0.8981923191522662,-2.949974066179212,oOR,5.0,4,Low Stress,-0.039053121161012,Or5h23,5
506,Olfr193,-2.558962460823732,-4.235773553233174,,5.0,4,Low Stress,-0.4963016126238499,Or5h25,5
507,Olfr194,6.694117533099962,-8.550184150893015,oOR,5.0,2.5,High Stress,1.4154963178940738,Or5ac15,5
508,Olfr195,3.9633609349055945,-3.133685557740725,uOR,5.0,4.5,High Stress,0.932559477702646,Or5k3,5
509,Olfr196,-1.6761887961111146,2.447365804698382,,5.0,2.5,High Stress,1.8288924304684424,Or5h26,5
510,Olfr198,-5.399889299098382,5.115379076791843,uOR,5.0,2,High Stress,1.0130829949793951,Or5ac16,5
511,Olfr199,5.44658056306276,-9.08017189717899,uOR,5.0,,High Stress,2.334676699651836,Or5ac17,5
512,Olfr2,-3.70376933527676,-8.101795912493081,uOR,3.0,4,Low Stress,-3.354411913026379,Or6a2,6
513,Olfr20,-2.930888936585739,5.743640634665971,oOR,6.0,1,High Stress,2.319710351467952,Or1e1,1
514,Olfr201,8.410462074207077,-3.2531173319894457,,5.0,,Low Stress,-0.146329567831731,Or5ac19,5
515,Olfr202,-9.331753398853404,2.082263309422225,,5.0,2,High Stress,3.4174499113383567,Or5ac20,5
516,Olfr203,-1.5560221276858046,5.366725539232713,oOR,5.0,2.5,High Stress,1.5556168556307886,Or5ac21,5
517,Olfr204,7.384207376166237,9.707867628516125,oOR,5.0,2,High Stress,0.5403491680506094,Or5ac22,5
518,Olfr205,10.567028129659588,-5.730665131629614,oOR,5.0,2.5,High Stress,1.6173186114236144,Or5ac23,5
519,Olfr206,-5.007853563933544,-6.545177808932824,uOR,5.0,2.5,High Stress,1.5942408892475328,Or5ac24,5
520,Olfr209,8.112358522508382,0.3721226838899271,oOR,5.0,2.5,High Stress,1.023668612742686,Olfr209,None
521,Olfr211,4.2496299721147945,10.378815339585982,uOR,3.0,3.5,Low Stress,-0.8173843632069657,Or13a1,13
522,Olfr212,-6.2511926817166525,-0.5382559917932591,uOR,3.0,3.5,Low Stress,-1.4614566445572437,Or6d12,6
523,Olfr213,-5.099825154002911,-0.7453634532334058,,3.0,4,Low Stress,-0.3707808225990819,Or6d13,6
524,Olfr214,-6.833684230170433,1.219779593964856,oOR,3.0,3,High Stress,0.0152919581688911,Or6d14,6
525,Olfr215,-2.64047970433219,5.114833185333139,uOR,3.0,2.5,Low Stress,-0.0388673515591871,Or6d15,6
526,Olfr218,9.942095579950433,-3.7397381912838696,oOR,3.0,1,High Stress,0.1707962040174179,Or10j3,10
527,Olfr220,-10.799029666909462,0.681759836184435,oOR,3.0,3,Low Stress,-1.1622292439907498,Or6y1,6
528,Olfr221,6.454069255347022,-5.489706627961971,uOR,5.0,1.5,High Stress,1.252884109142644,Or5au1,5
529,Olfr222,6.6277025138060415,-10.38359283620465,uOR,3.0,2,Low Stress,-1.3532730852687282,Or2b11,2
530,Olfr223,0.5244167532321105,-3.34718376841099,,3.0,1,High Stress,3.764563004977438,Or2aa1,2
531,Olfr224,-3.530360003290529,-8.419251954285569,uOR,3.0,4.5,High Stress,0.0291509638306501,Or2t43,2
532,Olfr225,-0.5779264747767954,3.299577917695935,,,,,,Or2w25,2
533,Olfr228,-9.94167894875602,-0.2274189873281424,uOR,5.0,1,High Stress,2.212031342842021,Or8k41,8
534,Olfr229,-11.524087395100253,0.9690147128117118,oOR,4.0,1,High Stress,0.5842908787642463,Or8g2,8
535,Olfr23,-11.477992327800402,2.986656071453861,uOR,6.0,1,High Stress,2.478646947116743,Or1e17,1
536,Olfr231,4.030465624960392,-2.7283113938881334,uOR,3.0,1,High Stress,4.126500857886553,Or6k6,6
537,Olfr234,-3.800675305884819,-0.6567743966465635,,,,,,,
538,Olfr235,0.5214895276913065,3.2698119646870127,uOR,5.0,2.5,High Stress,1.9800356653861448,Or5an11,5
539,Olfr237,-7.610049870721124,3.917953089296829,,,,,,Or2a14,2
540,Olfr237-ps1,-7.610049870721124,3.917953089296829,,3.0,1,High Stress,1.5837899454946311,,
541,Olfr239,-0.7155286304694498,0.0402413881456783,uOR,,,,,Or10h1,10
542,Olfr24,-9.039629620464972,2.936145089284842,oOR,6.0,1.5,High Stress,0.0286249362782436,Or1m1,1
543,Olfr243,-9.224838197473684,-0.1245639493075659,,1.0,fishOR,Low Stress,-1.0166588687849498,Or52a20,52
544,Olfr247,1.2510016693580857,-9.07403604577749,uOR,3.0,1,High Stress,6.01586741396119,Or10u3,10
545,Olfr248,1.2102842404017502,-5.053705372677416,,3.0,,High Stress,0.538009877269792,Or10x4,10
546,Olfr25,-4.037367152465763,7.50874880077285,,4.0,2.5,Low Stress,-1.0980511801464956,Or8c9,8
547,Olfr250,4.097979410126379,-4.626342177256076,uOR,4.0,1,High Stress,2.681903737481836,Or8c10,8
548,Olfr251,-3.213154722118812,7.765847129236522,oOR,4.0,2.5,High Stress,1.4951173436142886,Or8c11,8
549,Olfr259,10.186569109068408,-5.084865348944213,uOR,5.0,2.5,Low Stress,-0.0507893566960474,Or5aq7,5
550,Olfr26,-6.0749142454563545,2.8012557788109103,,4.0,,High Stress,0.8447990765374522,Or8d1,8
551,Olfr262,-1.632378501634795,5.554914671012225,,5.0,,High Stress,1.74750771894793,Or5an1c,5
552,Olfr263,2.533264214433397,-3.123060750091548,uOR,3.0,5,Low Stress,-4.536058518917314,Or2w1,2
553,Olfr263-ps1,2.533264214433397,-3.123060750091548,,,,,,,
554,Olfr266,-2.983627417859337,2.232378283464016,,3.0,3,High Stress,1.426084123799252,Or11i1,11
555,Olfr267,7.10184483985719,-8.172904959471238,uOR,3.0,,High Stress,1.3427056156251502,Or2k2,2
556,Olfr27,-7.606461479653433,5.114391186188142,,4.0,,High Stress,0.9624263838179342,Or8g19,8
557,Olfr270,8.249250753712237,-2.75470735406112,uOR,3.0,,Low Stress,-0.8349529440603002,Or13d1,13
558,Olfr272,3.134339478487956,3.3743582267474537,uOR,3.0,,High Stress,0.8081123225180219,Or13c25,13
559,Olfr273,1.38062248564249,2.079157414718428,uOR,3.0,,High Stress,1.7359929230383484,Or13c3,13
560,Olfr275,9.75327703221241,-7.183729981312667,uOR,3.0,,High Stress,0.6811839026736901,Or13f5,13
561,Olfr279,-3.800675305884819,-0.6567743966465635,uOR,3.0,4,Low Stress,-0.6180038142496942,Or11m3,11
562,Olfr281,6.011086946080179,-9.569938646286854,uOR,3.0,4.5,Low Stress,-0.5085390362433728,Or8s8,8
563,Olfr282,9.269497987878472,0.5153891456763265,,3.0,3,High Stress,4.3155161210281525,Or8s10,8
564,Olfr283,3.920037786323304,-9.796408109311114,uOR,3.0,,High Stress,1.184647074860993,Or8s2,8
565,Olfr284,2.838879064750629,6.642565381971274,uOR,3.0,2,High Stress,0.8829681044169498,Or8s5,8
566,Olfr285,-3.880828308503212,-5.0088464294733175,uOR,3.0,4,High Stress,0.0962782764548372,Or8s16,8
567,Olfr286,-5.1783960351471485,2.7830796041096946,oOR,3.0,5,Low Stress,-1.1605939014844162,Or10ad1b,10
568,Olfr287,-4.886838186719732,4.73864242190151,,,,,,Or10ad1,10
569,Olfr292,-3.949786528687184,-7.310959747290727,,3.0,3.5,High Stress,4.476113783978378,Or14c39,14
570,Olfr293,-2.721307092307573,-3.833116033441332,,3.0,3,High Stress,2.653076630035056,Or14c40,14
571,Olfr294,0.1937776628315128,-0.1806600188971658,,3.0,,High Stress,1.4265493984427942,Or14a256,14
572,Olfr295,-4.942323255466853,-6.748858605776329,,3.0,3,High Stress,2.375314087635566,Or14c41,14
573,Olfr297,-4.942323255466853,-6.748858605776329,uOR,3.0,3,High Stress,3.0029260122074475,Or14c45,14
574,Olfr298,-0.1518839047931941,0.3079307130829989,uOR,3.0,,High Stress,3.107472334178903,Or14a257,14
575,Olfr299,-5.153091869746087,-3.869894111697661,,3.0,,High Stress,3.122661388438229,Or14c43,14
576,Olfr3,-9.598290486179344,0.2963860555595277,uOR,6.0,1.5,High Stress,1.5803406194305136,Or1j1,1
577,Olfr30,2.71573446210583,-7.094307523793337,uOR,3.0,1,Low Stress,-0.7448520684200214,Or2z2,2
578,Olfr301,-1.531817459179172,-9.068056092040788,uOR,3.0,2.5,High Stress,6.146077948565584,Or14c44,14
579,Olfr303,-5.785063125234783,-2.097676340622697,uOR,3.0,2.5,Low Stress,-0.6931588539280344,Or6aa1,6
580,Olfr304,-1.8256143770913933,0.0080362548779955,,3.0,,High Stress,1.7086736760493648,Or14a258,14
581,Olfr305,-1.1872924702719687,-0.1445417418812052,uOR,3.0,3,High Stress,2.119503000390965,Or14a259,14
582,Olfr307,1.80145128216612,0.0373869607826809,uOR,3.0,2.5,High Stress,3.0170254019939,Or14a260,14
583,Olfr308,2.5737736583668704,-3.711152426338248,uOR,3.0,2.5,Low Stress,-1.637372892232697,Or6f1,6
584,Olfr309,6.563550085848825,-6.583324788101978,uOR,3.0,2,Low Stress,-0.419422191334057,Or13g1,13
585,Olfr31,-2.719039867849972,0.4880547880683238,,3.0,4,Low Stress,-0.4627342978785297,Or2t1,2
586,Olfr310,10.244750694907989,-1.783936949148936,oOR,3.0,,High Stress,3.5177257024122297,Or14c46,14
587,Olfr311,-0.6872632967758567,9.874537037363872,uOR,3.0,1.5,High Stress,1.790851549853721,Or9e1,9
588,Olfr312,8.352705548935235,-2.08850383223591,uOR,3.0,2.5,High Stress,1.7339817734780685,Or5af1,5
589,Olfr313,0.0123671976924122,11.040322342639278,uOR,3.0,1.5,High Stress,1.0997815445897512,Or5af2,5
590,Olfr314,4.430293518334238,9.37531948671186,uOR,3.0,4,Low Stress,-0.6234826968599803,Or2t44,2
591,Olfr315,7.159677331828227,9.131061920116055,,3.0,4.5,Low Stress,-3.753735299187616,Or2t45,2
592,Olfr316,7.71899608998179,-0.806455983875483,uOR,3.0,2,High Stress,2.8269421767523464,Or2ak4,2
593,Olfr317,-4.880302522129702,-1.3348498578772694,uOR,3.0,1,Low Stress,-1.012818434061686,Or2w3b,2
594,Olfr318,5.079190306906532,-8.133570456719532,uOR,3.0,3.5,Low Stress,-0.3897320108192318,Or2ak5,2
595,Olfr319,7.499495242175031,0.3782477542892195,uOR,3.0,2.5,High Stress,0.1067985908834907,Or2ak6,2
596,Olfr32,-2.754018152003378,1.069043054542293,uOR,2.0,2,High Stress,1.5016289229681554,Or4b1d,4
597,Olfr320,5.043312762619076,-0.9646762966311578,,3.0,2.5,Low Stress,-1.7817025220373122,Or2ak7,2
598,Olfr322,2.3070437021630346,-0.6559205005388926,,3.0,,Low Stress,-0.8618533036953281,,
599,Olfr323,7.8690016141823955,5.944419298286377,,3.0,5,Low Stress,-1.0231484073551116,Or11l3,11
600,Olfr324,-0.6703790149133484,-1.606881975237734,uOR,3.0,,High Stress,1.2409739112767249,Or2ab1,2
601,Olfr325,-3.280871417397129,-8.759029547718843,uOR,3.0,4.5,Low Stress,-0.3408116028030027,Or2t46,2
602,Olfr328,-2.002492935745394,-7.533281521471514,uOR,3.0,4.5,High Stress,0.1085873921070795,Or2t47,2
603,Olfr329,-4.766560275044981,-7.500029314211548,,,,,,Or2t29,2
604,Olfr329-ps,-4.766560275044981,-7.500029314211548,,3.0,5,Low Stress,-0.2770648872476513,,
605,Olfr33,2.58773306550606,6.547186690943274,oOR,1.0,fishOR,Low Stress,-2.0822497895013314,Or51a39,51
606,Olfr330,-2.0117665656373656,-9.235655815725972,uOR,3.0,4,Low Stress,-0.441433859089114,Or2t48,2
607,Olfr331,-0.578149134124455,-4.155521172276485,,3.0,4.5,Low Stress,-1.5571285393486614,Or2t49,2
608,Olfr332,10.998816891666095,2.714823708946047,uOR,3.0,2,High Stress,0.7885298917069106,Or2av9,2
609,Olfr335,-8.13636474484038,-0.5264417474315021,,,,,,,
610,Olfr335-ps,-8.13636474484038,-0.5264417474315021,,6.0,,Low Stress,-0.4498994121750911,,
611,Olfr338,-6.603728657787243,-0.3269162505870516,uOR,6.0,1,High Stress,0.17618500320971,Or1j10,1
612,Olfr339,-5.980382802819211,3.778702605560388,oOR,6.0,1.5,High Stress,0.9579440852118282,Or1j11,1
613,Olfr340,5.624371719404676,9.362421631470813,oOR,6.0,,High Stress,3.607241645098283,Or1j12,1
614,Olfr341,-5.188192209683622,-0.5187860885971711,uOR,6.0,1.5,High Stress,2.2405192307789945,Or1j13,1
615,Olfr342,-7.015437890110623,-1.9176832121056373,,6.0,3,High Stress,1.3196038912282466,Or1j14,1
616,Olfr344,0.2016619677370966,7.493994525197601,,6.0,,High Stress,0.852914193190508,Or1j15,1
617,Olfr345,-2.0602947518684647,7.208486807881388,,6.0,,High Stress,2.5023666491985126,Or1j16,1
618,Olfr346,-7.07714500580331,2.327468566625273,uOR,6.0,4,Low Stress,-0.2284481138304225,Or1j17,1
619,Olfr347,6.219339275291483,10.11760044290543,uOR,6.0,3,High Stress,3.893791355247957,Or1j18,1
620,Olfr348,-8.457985794546074,2.4199593637360457,uOR,6.0,1,High Stress,3.4670042151753004,Or1j19,1
621,Olfr350,0.5895821349787905,0.833722088459794,uOR,6.0,2,High Stress,2.5199650171772,Or1j4,1
622,Olfr351,-1.371591805234894,-0.1536328836272586,oOR,6.0,1,High Stress,0.08743620576185,Or1n1,1
623,Olfr352,-8.1600633478814,3.3022640856953345,,6.0,1,High Stress,4.162384812654254,Or1j20,1
624,Olfr353,-3.4616797421020995,1.5236186273358518,oOR,6.0,2,High Stress,0.3136088629726198,Or1n1b,1
625,Olfr354,8.100811993364253,-5.856006504190239,uOR,6.0,2,High Stress,0.1404396784700945,Or1n2,1
626,Olfr355,6.791595507533776,2.9181703584866794,,6.0,1,High Stress,1.140755249480369,Or1l8,1
627,Olfr356,-1.01475050110698,0.3709095425504367,,6.0,1.5,High Stress,2.644683279799376,Or1ak2,1
628,Olfr357,-5.600135209007329,-1.0356245174819636,uOR,6.0,3.5,High Stress,0.6323309942196542,Or1q1,1
629,Olfr358,5.766861594499057,6.990815667116965,uOR,3.0,1.5,Low Stress,-0.3735431205219708,Or12k5,12
630,Olfr360,9.595480173841691,-1.023945601388084,uOR,3.0,2,Low Stress,-0.3618136814212735,Or12k7,12
631,Olfr361,10.857972557268065,2.555854535495752,,3.0,3.5,Low Stress,-0.2892155870564828,Or12k8,12
632,Olfr362,-2.694923006451712,-4.493757136409292,,3.0,3,High Stress,0.1549198917212721,Or1b1,1
633,Olfr364-ps1,10.387783212244733,-6.836952023807837,,6.0,,High Stress,0.039779117571146,,
634,Olfr365,-2.0438527561513173,-0.2815632808039142,oOR,6.0,1.5,Low Stress,-0.3382319110906615,Or1l4,1
635,Olfr366,-2.471086847506375,-0.205672144236939,oOR,6.0,2,Low Stress,-0.6724942258415753,Or1af1,1
636,Olfr368,3.9062304047943024,-7.455173101290667,oOR,5.0,1,High Stress,1.3486134736239848,Or5c1,5
637,Olfr370,3.691895349794754,9.326512694952578,oOR,3.0,3.5,Low Stress,-2.5333496948934804,Or10k2,10
638,Olfr371,-0.8541057722667778,5.610655307031099,,6.0,1.5,High Stress,2.6353477513986983,Or7c19,7
639,Olfr372,3.56986626507822,-2.7072473932744523,uOR,3.0,1,Low Stress,-0.1091831353929079,Or2z8,2
640,Olfr373,5.499607015464195,-4.263542249153696,uOR,3.0,1.5,Low Stress,-0.4115345247881731,Or2z9,2
641,Olfr374,-6.006265730464637,-4.097849566822768,,6.0,3,Low Stress,-0.3137880810047009,Or1ab2,1
642,Olfr376,-5.528219138824365,5.33650149985273,uOR,6.0,1,High Stress,1.8087172366147912,Or1e1c,1
643,Olfr378,-6.1948806858719525,2.450810948155023,,6.0,3,High Stress,2.450686847002283,Or1e19,1
644,Olfr38,-3.6522231258812847,-0.2920762302363914,uOR,3.0,1.5,Low Stress,-1.6000744512243723,Or2f1b,2
645,Olfr380,-2.700807985691437,7.258535454533503,,6.0,2.5,High Stress,1.08721271866043,Or1e21,1
646,Olfr381,-1.6501526105635542,0.7404017259187186,,6.0,2.5,High Stress,2.411083980123278,Or1e22,1
647,Olfr382,-1.6501526105635542,0.7404017259187186,,6.0,2.5,High Stress,1.1567664050940023,Or1e23,1
648,Olfr384,-11.477992327800402,2.986656071453861,,6.0,,High Stress,6.260030571473801,Or1e25,1
649,Olfr385,3.87795039804268,10.39037732120484,,6.0,,High Stress,2.680296837437306,Or1e26,1
650,Olfr386,-11.477992327800402,2.986656071453861,,,,,,,
651,Olfr389,7.532386634263203,9.513132212561642,uOR,6.0,3.5,High Stress,3.253023353622632,Or1e29,1
652,Olfr39,-2.009145316216999,2.790431848970781,uOR,6.0,2,High Stress,2.130955219964876,Or7d9,7
653,Olfr390,0.4746265689537141,2.066212720923469,uOR,6.0,3.5,High Stress,0.7795191643449633,Or1e30,1
654,Olfr391,4.387391630387767,10.778705616925924,,,,,,Or1e31,1
655,Olfr391-ps,4.387391630387767,10.778705616925924,,6.0,3.5,High Stress,4.163697142551701,,
656,Olfr392,0.0531032541615087,8.643226027271378,uOR,6.0,3,High Stress,1.641213592225209,Or1e32,1
657,Olfr393,-1.315377160163431,6.902691494937279,,6.0,2.5,High Stress,0.5205978658181363,Or1e33,1
658,Olfr394,-4.871795380495136,4.390113795225738,uOR,6.0,2,High Stress,1.7889898612339454,Or1e34,1
659,Olfr395,3.2451108704186296,12.89968523542776,,6.0,,High Stress,2.262963753984331,Or1e35,1
660,Olfr397,-3.2974401658739194,6.158170375977067,uOR,6.0,2.5,Low Stress,-0.5350008302413449,Or1e1f,1
661,Olfr398,-3.567841854866171,-5.677294548144374,oOR,3.0,3.5,Low Stress,-0.3357067085318875,Or1r1,1
662,Olfr399,10.991281972562064,-4.791901558811725,uOR,3.0,1,High Stress,0.5396194327411018,Or3a4,3
663,Olfr4,-4.063178327574387,8.18207287044148,,,,,,,
664,Olfr4-3,1.4925518106342517,13.122419355832497,,,,,,,
665,Olfr401,6.420750595992848,6.399814035685483,,3.0,1,High Stress,3.2244436440787827,Or3a1b,3
666,Olfr402,3.2937654262947724,10.806951387801965,,3.0,1,High Stress,0.5155485756088117,Or3a1c,3
667,Olfr403,-3.383315087322928,-0.4600354238688482,oOR,6.0,2.5,Low Stress,-0.4426413478714747,Or1a1,1
668,Olfr406,-1.089685584588522,0.1010169337290365,,6.0,,Low Stress,-0.6035575754186728,Or1p1c,1
669,Olfr406-ps,-1.089685584588522,0.1010169337290365,,,,,,,
670,Olfr410,7.477857994202148,11.5668092212221,uOR,3.0,1,High Stress,1.171738808550323,Or3a1,3
671,Olfr411,7.477857994202148,11.5668092212221,uOR,3.0,1,High Stress,1.247139530629053,Or3a1d,3
672,Olfr412,-3.2505751843569697,1.0132751165924363,,6.0,1,Low Stress,-1.2021788627288528,Or1d2,1
673,Olfr414,2.881982299555807,11.864299286489842,oOR,3.0,3.5,Low Stress,-1.861529641880204,Or6p1,6
674,Olfr417,-8.088375819343389,1.3627199187919092,uOR,3.0,3,High Stress,0.0783227918160159,Or10x1,10
675,Olfr418,8.622825913756431,-0.1979496791466869,,3.0,,Low Stress,-0.3685558240584291,,
676,Olfr419,6.6109015159904025,0.4955410443051053,uOR,3.0,1,High Stress,0.767078422686019,Or10z1,10
677,Olfr42,2.533264214433397,-3.123060750091548,,,,,,,
678,Olfr420,5.8636662877906485,-7.490141589457508,,3.0,1,High Stress,1.1584015492723894,Or6k2,6
679,Olfr424,8.693144065435561,-3.0675560414579164,uOR,3.0,1,High Stress,3.661983459044771,Or6k4,6
680,Olfr427,-3.261110236220304,-5.438240645035341,,3.0,,High Stress,1.7153074689889545,Or6k14,6
681,Olfr429,9.503699345126869,3.716528277353453,,3.0,2,High Stress,0.0831974518130294,Or6n1,6
682,Olfr43,-3.383315087322928,-0.4600354238688482,oOR,,,,,Or1a1b,1
683,Olfr430,11.242351415302648,0.0174141372711526,uOR,3.0,1,Low Stress,-0.3409021975666633,Or6n2,6
684,Olfr432,-3.042663533473281,-3.0294177416225896,oOR,3.0,1,High Stress,0.6153789485593801,Or10aa3,10
685,Olfr433,-4.2239544962778,-2.9487347899052154,uOR,3.0,1,High Stress,0.9549012056008562,Or10aa1,10
686,Olfr434,-5.906085554067526,2.0676062453923585,uOR,3.0,2,High Stress,0.8765109172863883,Or2a20,2
687,Olfr435,-5.909548326356833,1.5502699531140056,uOR,3.0,1.5,High Stress,2.7526983476123656,Or2a51,2
688,Olfr437,8.916635513520818,-2.346048556273068,uOR,3.0,1,High Stress,1.1795149422070106,Or2a52,2
689,Olfr44,-10.310535062333663,0.8803232676627271,uOR,4.0,1.5,High Stress,2.3450549736206843,Or8g20,8
690,Olfr441,-7.492798338162934,3.3825266644916727,,3.0,1.5,Low Stress,-0.7619305298107596,Or2a54,2
691,Olfr444,-8.550717691931347,4.098420805034528,,3.0,1,High Stress,0.5110311353621031,Or2a56,2
692,Olfr446,-8.033365645215797,1.5748969939431947,,3.0,1,High Stress,0.3003669292333152,Or2a12,2
693,Olfr447,-7.394048379064508,1.1643856210112389,oOR,3.0,1.5,Low Stress,-0.8722399930183017,Or2a25,2
694,Olfr448,-4.181766045379183,1.3269304462664564,uOR,3.0,1,High Stress,1.0778473754781273,Or2a5,2
695,Olfr449,-10.134469954928209,-0.923185840803475,oOR,3.0,2.5,Low Stress,-0.8723806813427123,Or6b1,6
696,Olfr45,-2.0681965834794944,4.02430278447684,uOR,3.0,3.5,High Stress,0.0948590549960665,Or13a17,13
697,Olfr450,4.906076528905012,-6.9641202348710864,uOR,3.0,,High Stress,1.1156796892600287,Or2q1,2
698,Olfr452,2.758560454268647,-8.610465574471876,uOR,3.0,2,Low Stress,-1.6407400487817017,Or2f2,2
699,Olfr453,-3.6522231258812847,-0.2920762302363914,uOR,3.0,2,Low Stress,-1.169911850937998,Or2f1,2
700,Olfr455,-1.010624875430341,-2.793282584188385,uOR,3.0,4,Low Stress,-3.531271895498022,Or10ac1,10
701,Olfr456,-5.6283487592550125,1.0073205080802023,,3.0,,High Stress,1.0466167614169712,Or2r2,2
702,Olfr457,-5.75141333467111,2.975377788354146,uOR,3.0,,High Stress,1.4785144169808435,Or2r3,2
703,Olfr458,-4.655008320680627,-0.6605969988657365,,3.0,,High Stress,0.4374264186793521,Or2r11,2
704,Olfr459,-8.905170169316682,0.5036017284442698,uOR,3.0,,High Stress,2.583151138933887,Or9a2,9
705,Olfr46,5.275641019133149,6.504213999673931,uOR,3.0,3,Low Stress,-0.2375870435503086,Or13a18,13
706,Olfr460,-10.199224724181263,1.066120940066187,uOR,3.0,,High Stress,2.6773643638457534,Or9a4,9
707,Olfr461,-3.2735944957762104,-2.4533150797624583,uOR,3.0,,High Stress,1.2206439199111272,Or9a7,9
708,Olfr462,-1.7709087675895616,1.1251684004656046,uOR,2.0,2,Low Stress,-0.6884421593988315,Or4d2b,4
709,Olfr463,-4.738345481512955,-1.790877978254806,uOR,2.0,2,Low Stress,-0.4748026428502848,Or4d2,4
710,Olfr464,-2.960858578148746,1.2639437293514395,uOR,2.0,2,Low Stress,-0.1969349461784285,Or4d1,4
711,Olfr465-ps1,5.940965852196517,4.523033844371355,,3.0,,High Stress,2.793796409805155,,
712,Olfr466,13.042486438209131,2.5916389183452617,uOR,5.0,3,High Stress,0.321395275973631,Or9s18,9
713,Olfr467,5.312439508324434,3.543532492327916,uOR,5.0,1,High Stress,2.9774380544455483,Or5p5,5
714,Olfr469,3.22579843939286,6.197813889614725,uOR,5.0,3,Low Stress,-1.476065520605924,Or5p50,5
715,Olfr47,-5.669379659810728,2.14037325284375,uOR,3.0,2,Low Stress,-0.2816793374580124,Or2a57,2
716,Olfr470,6.069106917126927,-1.3561447710655496,,5.0,3,High Stress,0.5099983231479293,Or5p51,5
717,Olfr472,0.8821272600023018,-5.661297580547737,,5.0,3,High Stress,0.163442067035639,Or5p52,5
718,Olfr473,-0.8035385542332797,-7.933671800623927,uOR,5.0,2,High Stress,2.1833693646877466,Or5p53,5
719,Olfr474,-2.776771858796694,0.5625745664171847,,5.0,5,High Stress,0.3090657761745567,Or5p54,5
720,Olfr476,9.648209979586571,-3.9656485107399866,uOR,5.0,3.5,Low Stress,-1.3302331338779354,Or5p55,5
721,Olfr477,11.234209959253096,-4.210375432323648,,5.0,3,Low Stress,-0.6182216351363035,Or5p56,5
722,Olfr478,2.8746904416726338,12.50233113505194,uOR,5.0,1,High Stress,2.5443544116626686,Or5p6,5
723,Olfr479,2.464007168827092,8.767426250175577,oOR,3.0,2,Low Stress,-1.6962784459993043,Or10ab4,10
724,Olfr48,3.5508670126053894,0.5060530838799238,uOR,2.0,4.5,High Stress,0.790523602156567,Or4c58,4
725,Olfr480,1.7860514129403438,-9.420070365664737,,5.0,1,High Stress,1.852589621658371,Or5p57,5
726,Olfr481,2.023197067245864,-9.941446403803504,uOR,5.0,1,High Stress,0.1219841205010348,Or5p4,5
727,Olfr482,7.079555400745879,3.4399029063544315,uOR,5.0,1,High Stress,4.9633007731083945,Or5p58,5
728,Olfr483,10.529741078516295,0.0878310490269882,uOR,5.0,1,High Stress,4.001923858905659,Or5p59,5
729,Olfr484,8.190612252945755,4.186116077116751,uOR,5.0,2,High Stress,1.579346733597565,Or5p60,5
730,Olfr485,5.622632042029961,7.183777727638137,,5.0,,High Stress,2.878739938995435,Or5p61,5
731,Olfr486,7.366746516481524,4.894560145845484,,5.0,1.5,High Stress,4.104171297980491,Or5p62,5
732,Olfr487,5.083749228073248,12.57700080319937,uOR,5.0,1.5,High Stress,3.909911033955152,Or5p63,5
733,Olfr488,10.618671080087651,2.555549810357232,uOR,5.0,1,High Stress,3.16018703385653,Or5p64,5
734,Olfr49,-7.089414006113695,-2.157957865604708,,3.0,,High Stress,0.2798368702591382,Or6e1,6
